u,phi_mean,phi_sd,n
0.0000,0.000000,0.000000,10000
0.0050,0.000000,0.000000,10000
0.0100,0.000000,0.000004,10000
0.0150,0.000000,0.000011,10000
0.0200,0.000001,0.000017,10000
0.0250,0.000002,0.000027,10000
0.0300,0.000004,0.000043,10000
0.0350,0.000009,0.000067,10000
0.0400,0.000017,0.000090,10000
0.0450,0.000031,0.000122,10000
0.0500,0.000052,0.000162,10000
0.0550,0.000086,0.000211,10000
0.0600,0.000136,0.000273,10000
0.0650,0.000205,0.000344,10000
0.0700,0.000304,0.000442,10000
0.0750,0.000441,0.000565,10000
0.0800,0.000615,0.000698,10000
0.0850,0.000821,0.000810,10000
0.0900,0.001045,0.000895,10000
0.0950,0.001268,0.000960,10000
0.1000,0.001460,0.000991,10000
0.1050,0.001624,0.001025,10000
0.1100,0.001786,0.001082,10000
0.1150,0.001951,0.001162,10000
0.1200,0.002139,0.001282,10000
0.1250,0.002352,0.001414,10000
0.1300,0.002603,0.001575,10000
0.1350,0.002901,0.001786,10000
0.1400,0.003259,0.002010,10000
0.1450,0.003680,0.002254,10000
0.1500,0.004179,0.002531,10000
0.1550,0.004725,0.002755,10000
0.1600,0.005338,0.002951,10000
0.1650,0.006028,0.003148,10000
0.1700,0.006770,0.003304,10000
0.1750,0.007521,0.003415,10000
0.1800,0.008260,0.003480,10000
0.1850,0.008956,0.003506,10000
0.1900,0.009663,0.003510,10000
0.1950,0.010310,0.003525,10000
0.2000,0.010941,0.003533,10000
0.2050,0.011519,0.003572,10000
0.2100,0.012109,0.003627,10000
0.2150,0.012669,0.003690,10000
0.2200,0.013260,0.003794,10000
0.2250,0.013857,0.003867,10000
0.2300,0.014440,0.003926,10000
0.2350,0.015025,0.003968,10000
0.2400,0.015577,0.003988,10000
0.2450,0.016105,0.003976,10000
0.2500,0.016594,0.003961,10000
0.2550,0.017039,0.003955,10000
0.2600,0.017484,0.003968,10000
0.2650,0.017891,0.003977,10000
0.2700,0.018282,0.004004,10000
0.2750,0.018658,0.004056,10000
0.2800,0.019028,0.004115,10000
0.2850,0.019389,0.004197,10000
0.2900,0.019756,0.004272,10000
0.2950,0.020134,0.004365,10000
0.3000,0.020524,0.004472,10000
0.3050,0.020915,0.004585,10000
0.3100,0.021314,0.004705,10000
0.3150,0.021721,0.004831,10000
0.3200,0.022129,0.004944,10000
0.3250,0.022538,0.005049,10000
0.3300,0.022964,0.005152,10000
0.3350,0.023375,0.005235,10000
0.3400,0.023811,0.005342,10000
0.3450,0.024216,0.005412,10000
0.3500,0.024612,0.005485,10000
0.3550,0.025018,0.005557,10000
0.3600,0.025403,0.005623,10000
0.3650,0.025799,0.005700,10000
0.3700,0.026178,0.005781,10000
0.3750,0.026564,0.005840,10000
0.3800,0.026955,0.005913,10000
0.3850,0.027347,0.005994,10000
0.3900,0.027743,0.006064,10000
0.3950,0.028141,0.006128,10000
0.4000,0.028539,0.006210,10000
0.4050,0.028961,0.006289,10000
0.4100,0.029377,0.006361,10000
0.4150,0.029797,0.006438,10000
0.4200,0.030211,0.006499,10000
0.4250,0.030631,0.006562,10000
0.4300,0.031032,0.006615,10000
0.4350,0.031454,0.006671,10000
0.4400,0.031860,0.006732,10000
0.4450,0.032266,0.006773,10000
0.4500,0.032653,0.006805,10000
0.4550,0.033042,0.006844,10000
0.4600,0.033423,0.006863,10000
0.4650,0.033809,0.006878,10000
0.4700,0.034156,0.006882,10000
0.4750,0.034497,0.006890,10000
0.4800,0.034844,0.006889,10000
0.4850,0.035173,0.006896,10000
0.4900,0.035488,0.006909,10000
0.4950,0.035810,0.006916,10000
0.5000,0.036113,0.006916,10000
0.5050,0.036425,0.006911,10000
0.5100,0.036726,0.006914,10000
0.5150,0.037022,0.006909,10000
0.5200,0.037309,0.006906,10000
0.5250,0.037590,0.006903,10000
0.5300,0.037865,0.006893,10000
0.5350,0.038147,0.006884,10000
0.5400,0.038416,0.006883,10000
0.5450,0.038699,0.006901,10000
0.5500,0.038981,0.006909,10000
0.5550,0.039254,0.006913,10000
0.5600,0.039532,0.006914,10000
0.5650,0.039812,0.006935,10000
0.5700,0.040089,0.006941,10000
0.5750,0.040359,0.006960,10000
0.5800,0.040640,0.006989,10000
0.5850,0.040929,0.007035,10000
0.5900,0.041222,0.007092,10000
0.5950,0.041514,0.007141,10000
0.6000,0.041803,0.007189,10000
0.6050,0.042111,0.007272,10000
0.6100,0.042409,0.007328,10000
0.6150,0.042726,0.007402,10000
0.6200,0.043040,0.007478,10000
0.6250,0.043375,0.007574,10000
0.6300,0.043704,0.007653,10000
0.6350,0.044054,0.007767,10000
0.6400,0.044407,0.007886,10000
0.6450,0.044761,0.007993,10000
0.6500,0.045131,0.008106,10000
0.6550,0.045479,0.008199,10000
0.6600,0.045890,0.008339,10000
0.6650,0.046283,0.008461,10000
0.6700,0.046706,0.008577,10000
0.6750,0.047113,0.008694,10000
0.6800,0.047540,0.008786,10000
0.6850,0.047979,0.008916,10000
0.6900,0.048448,0.009056,10000
0.6950,0.048910,0.009199,10000
0.7000,0.049383,0.009320,10000
0.7050,0.049873,0.009443,10000
0.7100,0.050378,0.009565,10000
0.7150,0.050885,0.009681,10000
0.7200,0.051439,0.009811,10000
0.7250,0.051967,0.009906,10000
0.7300,0.052519,0.010023,10000
0.7350,0.053101,0.010143,10000
0.7400,0.053640,0.010240,10000
0.7450,0.054194,0.010323,10000
0.7500,0.054783,0.010440,10000
0.7550,0.055397,0.010557,10000
0.7600,0.056034,0.010681,10000
0.7650,0.056646,0.010798,10000
0.7700,0.057287,0.010899,10000
0.7750,0.057916,0.011011,10000
0.7800,0.058555,0.011120,10000
0.7850,0.059202,0.011239,10000
0.7900,0.059853,0.011369,10000
0.7950,0.060507,0.011470,10000
0.8000,0.061174,0.011565,10000
0.8050,0.061833,0.011654,10000
0.8100,0.062473,0.011726,10000
0.8150,0.063152,0.011861,10000
0.8200,0.063827,0.011971,10000
0.8250,0.064500,0.012072,10000
0.8300,0.065177,0.012167,10000
0.8350,0.065863,0.012282,10000
0.8400,0.066549,0.012367,10000
0.8450,0.067260,0.012457,10000
0.8500,0.067958,0.012553,10000
0.8550,0.068662,0.012650,10000
0.8600,0.069356,0.012741,10000
0.8650,0.070048,0.012830,10000
0.8700,0.070802,0.012964,10000
0.8750,0.071541,0.013078,10000
0.8800,0.072255,0.013157,10000
0.8850,0.072980,0.013278,10000
0.8900,0.073735,0.013366,10000
0.8950,0.074512,0.013472,10000
0.9000,0.075288,0.013574,10000
0.9050,0.076102,0.013704,10000
0.9100,0.076862,0.013780,10000
0.9150,0.077690,0.013898,10000
0.9200,0.078530,0.014019,10000
0.9250,0.079335,0.014125,10000
0.9300,0.080171,0.014241,10000
0.9350,0.081004,0.014338,10000
0.9400,0.081910,0.014444,10000
0.9450,0.082808,0.014552,10000
0.9500,0.083731,0.014681,10000
0.9550,0.084672,0.014812,10000
0.9600,0.085605,0.014913,10000
0.9650,0.086621,0.015076,10000
0.9700,0.087612,0.015232,10000
0.9750,0.088651,0.015367,10000
0.9800,0.089682,0.015502,10000
0.9850,0.090762,0.015602,10000
0.9900,0.091959,0.015739,10000
0.9950,0.093108,0.015857,10000
1.0000,1.000000,0.000000,10000
